,date,일누적 자외선 A(MJ/m2),일최대 자외선 B(W/m2 ),평균 오존전량(DU),미세머지_10,미세머지_11,미세머지_12,미세머지_13,미세머지_14,운량_10,운량_11,운량_12,운량_13,운량_14,총자외선지수 일최고값
200,2012-07-19,0.72,0.254,-999.0,8.0,12.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,11.5
201,2012-07-20,1.28,0.266,-999.0,9.0,12.0,9.0,13.0,13.0,8.0,6.0,4.0,6.0,6.0,12.1
202,2012-07-21,1.38,0.264,-999.0,12.0,24.0,16.0,10.0,16.0,5.0,5.0,4.0,4.0,4.0,12.0
203,2012-07-22,1.45,0.29,-999.0,15.0,23.0,20.0,27.0,20.0,6.0,6.0,2.0,2.0,7.0,13.1
204,2012-07-23,1.09,0.298,-999.0,18.0,19.0,12.0,14.0,10.0,8.0,8.0,8.0,8.0,8.0,13.5
205,2012-07-24,1.5,0.299,-999.0,15.0,20.0,15.0,19.0,12.0,4.0,4.0,4.0,4.0,3.0,13.5
206,2012-07-25,1.51,0.289,-999.0,21.0,15.0,17.0,24.0,15.0,5.0,5.0,5.0,5.0,5.0,13.1
207,2012-07-26,1.27,0.269,-999.0,17.0,31.0,19.0,15.0,20.0,3.0,4.0,3.0,1.0,3.0,12.2
208,2012-07-27,1.43,-999.0,-999.0,35.0,31.0,32.0,29.0,42.0,2.0,2.0,3.0,4.0,3.0,12.1
209,2012-07-28,1.28,0.29,-999.0,18.0,18.0,26.0,33.0,20.0,4.0,4.0,4.0,3.0,3.0,13.1
210,2012-07-29,-999.0,0.296,-999.0,9.0,12.0,12.0,17.0,12.0,6.0,6.0,6.0,6.0,6.0,13.3
211,2012-07-30,1.34,0.263,-999.0,12.0,18.0,20.0,15.0,21.0,8.0,6.0,7.0,7.0,7.0,12.0
212,2012-07-31,1.27,0.274,-999.0,18.0,16.0,17.0,19.0,18.0,6.0,6.0,4.0,4.0,4.0,12.4
213,2012-08-01,1.18,0.229,-999.0,37.0,41.0,40.0,41.0,43.0,1.0,1.0,5.0,3.0,3.0,10.5
214,2012-08-02,1.13,0.348,-999.0,18.0,15.0,18.0,13.0,15.0,5.0,6.0,6.0,6.0,7.0,15.3
215,2012-08-03,1.16,0.259,-999.0,13.0,13.0,10.0,12.0,17.0,2.0,5.0,4.0,5.0,5.0,11.8
216,2012-08-04,1.43,0.237,-999.0,18.0,13.0,14.0,21.0,27.0,0.0,1.0,2.0,2.0,2.0,10.9
217,2012-08-05,1.44,0.244,-999.0,23.0,27.0,17.0,16.0,20.0,0.0,0.0,0.0,1.0,1.0,11.2
218,2012-08-06,1.38,0.232,-999.0,26.0,16.0,27.0,30.0,32.0,0.0,0.0,1.0,2.0,3.0,10.6
219,2012-08-07,1.29,0.212,-999.0,24.0,18.0,28.0,30.0,25.0,0.0,1.0,5.0,4.0,4.0,9.8
220,2012-08-08,1.18,0.194,-999.0,19.0,13.0,23.0,25.0,27.0,7.0,7.0,8.0,8.0,8.0,9.0
221,2012-08-09,0.82,0.225,-999.0,43.0,30.0,43.0,40.0,31.0,8.0,10.0,7.0,7.0,7.0,10.4
222,2012-08-10,0.38,0.159,-999.0,17.0,15.0,13.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,7.2
223,2012-08-11,1.27,0.252,-999.0,17.0,24.0,19.0,24.0,27.0,4.0,6.0,6.0,6.0,8.0,11.6
224,2012-08-12,0.2,0.096,-999.0,13.0,9.0,4.0,8.0,4.0,10.0,10.0,10.0,10.0,10.0,4.4
225,2012-08-13,0.87,0.179,-999.0,9.0,13.0,13.0,11.0,18.0,10.0,10.0,10.0,10.0,9.0,8.2
226,2012-08-14,0.95,0.21,-999.0,14.0,12.0,9.0,12.0,15.0,7.0,7.0,7.0,7.0,7.0,9.5
227,2012-08-15,-999.0,0.084,-999.0,19.0,16.0,23.0,28.0,40.0,10.0,10.0,10.0,10.0,10.0,4.0
228,2012-08-16,0.67,0.22,-999.0,20.0,16.0,20.0,21.0,24.0,10.0,10.0,10.0,10.0,10.0,9.8
229,2012-08-17,1.23,0.247,-999.0,21.0,17.0,14.0,19.0,21.0,5.0,4.0,5.0,4.0,3.0,11.4
230,2012-08-18,1.1,0.284,-999.0,19.0,16.0,21.0,11.0,18.0,8.0,7.0,7.0,7.0,8.0,12.9
231,2012-08-19,0.91,0.261,-999.0,10.0,12.0,10.0,14.0,14.0,8.0,8.0,8.0,7.0,7.0,11.9
232,2012-08-20,0.24,0.086,-999.0,28.0,10.0,7.0,14.0,16.0,10.0,10.0,10.0,10.0,10.0,3.7
233,2012-08-21,0.75,0.141,-999.0,7.0,12.0,11.0,17.0,16.0,10.0,9.0,9.0,9.0,8.0,6.4
234,2012-08-22,0.45,0.137,-999.0,13.0,12.0,9.0,5.0,11.0,10.0,10.0,10.0,10.0,10.0,6.1
235,2012-08-23,0.7,0.215,-999.0,36.0,31.0,28.0,17.0,16.0,10.0,10.0,10.0,10.0,10.0,9.7
236,2012-08-24,0.47,0.108,-999.0,8.0,8.0,8.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,5.0
237,2012-08-25,0.84,0.246,-999.0,27.0,33.0,31.0,34.0,36.0,8.0,7.0,6.0,6.0,8.0,11.1
238,2012-08-26,1.23,0.248,-999.0,32.0,29.0,33.0,34.0,29.0,6.0,6.0,6.0,6.0,6.0,11.3
239,2012-08-27,0.84,0.19,-999.0,21.0,17.0,16.0,19.0,18.0,8.0,10.0,10.0,10.0,9.0,8.7
240,2012-08-28,0.19,0.062,-999.0,12.0,13.0,52.0,173.0,110.0,10.0,10.0,10.0,10.0,10.0,3.0
241,2012-08-29,0.76,0.187,-999.0,49.0,56.0,59.0,61.0,61.0,8.0,8.0,8.0,7.0,6.0,8.5
242,2012-08-30,0.2,0.061,-999.0,30.0,22.0,17.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,2.8
243,2012-08-31,0.95,0.192,-999.0,28.0,34.0,39.0,33.0,28.0,0.0,0.0,0.0,2.0,3.0,8.9
244,2012-09-01,0.91,0.175,-999.0,70.0,71.0,73.0,69.0,64.0,7.0,7.0,5.0,4.0,4.0,8.5
245,2012-09-02,0.89,0.194,-999.0,89.0,87.0,78.0,81.0,101.0,8.0,7.0,9.0,8.0,7.0,8.9
246,2012-09-03,1.1,0.193,-999.0,73.0,68.0,68.0,46.0,53.0,0.0,3.0,3.0,3.0,4.0,9.0
247,2012-09-04,0.26,0.061,-999.0,18.0,9.0,9.0,10.0,4.0,10.0,10.0,7.0,10.0,10.0,2.8
248,2012-09-05,1.18,0.206,-999.0,21.0,26.0,19.0,17.0,15.0,6.0,6.0,4.0,4.0,3.0,9.5
249,2012-09-06,1.08,0.195,-999.0,49.0,45.0,40.0,33.0,27.0,2.0,2.0,2.0,3.0,3.0,9.0
250,2012-09-07,0.85,0.177,-999.0,43.0,37.0,47.0,33.0,41.0,4.0,4.0,4.0,5.0,6.0,8.3
251,2012-09-08,0.89,0.21,-999.0,17.0,13.0,16.0,14.0,14.0,8.0,8.0,7.0,5.0,3.0,9.7
252,2012-09-09,0.64,0.125,-999.0,15.0,21.0,10.0,15.0,18.0,10.0,10.0,10.0,10.0,10.0,5.7
253,2012-09-10,0.99,0.189,-999.0,43.0,41.0,38.0,31.0,34.0,1.0,2.0,3.0,3.0,3.0,8.5
254,2012-09-11,0.84,0.192,-999.0,28.0,37.0,42.0,37.0,36.0,1.0,4.0,5.0,5.0,7.0,8.9
255,2012-09-12,0.61,0.2,-999.0,27.0,30.0,36.0,37.0,34.0,10.0,10.0,8.0,6.0,9.0,9.2
256,2012-09-13,0.15,0.026,-999.0,12.0,16.0,14.0,11.0,14.0,10.0,10.0,10.0,10.0,10.0,1.2
257,2012-09-14,0.56,0.167,-999.0,19.0,16.0,25.0,29.0,23.0,10.0,10.0,10.0,9.0,8.0,7.8
258,2012-09-15,0.77,0.155,-999.0,28.0,39.0,44.0,37.0,38.0,8.0,8.0,8.0,9.0,9.0,7.2
259,2012-09-16,0.42,0.084,-999.0,17.0,18.0,26.0,19.0,13.0,10.0,10.0,10.0,10.0,10.0,3.9
260,2012-09-17,0.13,0.04,-999.0,9.0,-999.0,7.0,-999.0,-999.0,10.0,10.0,10.0,10.0,10.0,1.8
261,2012-09-18,1.01,0.18,-999.0,53.0,55.0,50.0,44.0,47.0,6.0,4.0,6.0,6.0,6.0,8.8
262,2012-09-19,0.95,0.162,-999.0,44.0,37.0,44.0,43.0,44.0,6.0,6.0,6.0,6.0,6.0,7.6
263,2012-09-20,0.91,0.167,-999.0,37.0,34.0,35.0,31.0,29.0,4.0,3.0,3.0,3.0,2.0,7.8
264,2012-09-21,0.91,0.164,-999.0,39.0,47.0,36.0,46.0,42.0,7.0,7.0,8.0,8.0,7.0,7.7
265,2012-09-22,0.88,0.164,-999.0,32.0,28.0,28.0,36.0,33.0,3.0,3.0,3.0,2.0,3.0,7.7
266,2012-09-23,0.95,0.153,-999.0,30.0,32.0,44.0,47.0,51.0,0.0,2.0,2.0,2.0,2.0,7.2
267,2012-09-24,0.8,0.154,-999.0,39.0,37.0,30.0,33.0,41.0,0.0,0.0,0.0,1.0,0.0,7.2
268,2012-09-25,1.0,0.172,-999.0,18.0,19.0,18.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0
269,2012-09-26,0.77,0.186,-999.0,20.0,15.0,17.0,19.0,21.0,6.0,7.0,8.0,7.0,8.0,8.6
270,2012-09-27,0.41,0.11,-999.0,22.0,19.0,19.0,26.0,26.0,8.0,8.0,8.0,8.0,7.0,5.2
271,2012-09-28,0.57,0.143,-999.0,29.0,28.0,22.0,23.0,25.0,4.0,3.0,8.0,5.0,9.0,6.6
272,2012-09-29,0.97,0.167,-999.0,25.0,26.0,23.0,31.0,34.0,8.0,8.0,6.0,5.0,4.0,8.1
273,2012-09-30,0.79,0.167,-999.0,21.0,14.0,19.0,15.0,17.0,5.0,8.0,7.0,5.0,4.0,7.8
274,2012-10-01,0.92,0.159,-999.0,18.0,19.0,18.0,19.0,18.0,0.0,0.0,2.0,3.0,4.0,7.4
275,2012-10-02,0.9,0.155,-999.0,20.0,16.0,16.0,18.0,13.0,0.0,1.0,4.0,3.0,2.0,7.3
276,2012-10-03,0.87,0.16,-999.0,24.0,26.0,23.0,22.0,20.0,1.0,2.0,2.0,4.0,5.0,7.5
277,2012-10-04,0.87,0.141,-999.0,22.0,25.0,30.0,13.0,17.0,2.0,2.0,2.0,3.0,2.0,6.6
278,2012-10-05,0.49,0.099,-999.0,27.0,26.0,26.0,20.0,22.0,8.0,8.0,8.0,8.0,8.0,4.6
279,2012-10-06,0.65,0.127,-999.0,36.0,37.0,33.0,27.0,40.0,8.0,8.0,8.0,5.0,1.0,6.0
280,2012-10-07,0.83,0.14,-999.0,25.0,30.0,42.0,41.0,40.0,0.0,0.0,0.0,1.0,3.0,6.5
281,2012-10-08,0.85,0.142,-999.0,15.0,13.0,16.0,18.0,15.0,2.0,3.0,4.0,4.0,4.0,6.7
282,2012-10-09,0.62,0.135,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,5.0,6.0,7.0,7.0,6.3
283,2012-10-10,0.63,0.118,-999.0,-999.0,-999.0,52.0,71.0,48.0,10.0,9.0,8.0,7.0,5.0,5.6
284,2012-10-11,0.87,0.143,-999.0,13.0,10.0,20.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,6.7
285,2012-10-12,0.78,0.137,-999.0,39.0,34.0,23.0,22.0,28.0,3.0,3.0,3.0,2.0,2.0,6.4
286,2012-10-13,0.55,0.131,-999.0,32.0,27.0,27.0,27.0,26.0,7.0,7.0,7.0,6.0,6.0,6.1
287,2012-10-14,0.52,0.14,-999.0,35.0,59.0,102.0,42.0,44.0,8.0,9.0,5.0,2.0,0.0,6.5
288,2012-10-15,0.74,0.131,-999.0,35.0,40.0,29.0,31.0,34.0,5.0,3.0,1.0,0.0,0.0,6.1
289,2012-10-16,0.72,0.149,-999.0,26.0,20.0,26.0,25.0,23.0,0.0,0.0,0.0,2.0,3.0,6.9
290,2012-10-17,0.55,0.136,-999.0,20.0,7.0,16.0,25.0,28.0,10.0,10.0,8.0,5.0,4.0,6.4
291,2012-10-18,0.78,0.139,-999.0,17.0,18.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,6.4
292,2012-10-19,0.64,0.122,-999.0,21.0,21.0,21.0,22.0,77.0,3.0,3.0,4.0,3.0,2.0,5.7
293,2012-10-20,0.59,0.123,-999.0,41.0,37.0,41.0,47.0,47.0,6.0,8.0,8.0,4.0,3.0,5.8
294,2012-10-21,0.69,0.11,-999.0,37.0,37.0,36.0,32.0,-999.0,0.0,0.0,0.0,2.0,3.0,5.2
295,2012-10-22,0.07,0.023,-999.0,23.0,28.0,34.0,41.0,32.0,10.0,10.0,10.0,10.0,10.0,1.1
296,2012-10-23,0.75,0.123,-999.0,34.0,28.0,29.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,5.8
297,2012-10-24,0.53,0.098,-999.0,23.0,22.0,18.0,20.0,18.0,7.0,10.0,10.0,9.0,8.0,4.8
298,2012-10-25,0.67,0.109,-999.0,18.0,29.0,40.0,44.0,45.0,0.0,0.0,3.0,0.0,0.0,5.3
299,2012-10-26,0.68,0.113,-999.0,42.0,41.0,37.0,36.0,30.0,0.0,0.0,0.0,0.0,4.0,5.4
300,2012-10-27,0.16,0.053,-999.0,11.0,10.0,17.0,17.0,13.0,10.0,10.0,10.0,10.0,10.0,2.5
301,2012-10-28,0.64,0.103,-999.0,52.0,70.0,60.0,58.0,59.0,1.0,1.0,2.0,2.0,2.0,4.9
302,2012-10-29,0.53,0.094,-999.0,25.0,29.0,27.0,24.0,24.0,6.0,7.0,6.0,6.0,6.0,4.4
303,2012-10-30,0.58,0.1,-999.0,31.0,38.0,41.0,34.0,43.0,4.0,2.0,3.0,2.0,0.0,4.8
304,2012-10-31,0.56,0.097,-999.0,16.0,20.0,11.0,24.0,28.0,3.0,2.0,3.0,6.0,7.0,4.7
305,2012-11-01,0.65,0.098,-999.0,11.0,15.0,14.0,13.0,16.0,0.0,0.0,0.0,0.0,1.0,4.7
306,2012-11-02,0.53,0.096,-999.0,19.0,22.0,23.0,22.0,19.0,0.0,2.0,2.0,2.0,2.0,4.6
307,2012-11-03,0.59,0.087,-999.0,31.0,34.0,35.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,4.4
308,2012-11-04,0.22,0.033,-999.0,25.0,21.0,21.0,15.0,10.0,8.0,10.0,10.0,10.0,10.0,1.6
309,2012-11-05,0.27,0.071,-999.0,34.0,36.0,34.0,36.0,23.0,8.0,9.0,7.0,10.0,10.0,3.4
310,2012-11-06,0.11,0.026,-999.0,49.0,39.0,44.0,45.0,58.0,10.0,10.0,10.0,10.0,10.0,1.3
311,2012-11-07,0.39,0.078,-999.0,54.0,46.0,42.0,49.0,46.0,8.0,8.0,4.0,4.0,7.0,3.8
312,2012-11-08,0.29,0.054,-999.0,83.0,-999.0,71.0,64.0,85.0,10.0,9.0,10.0,10.0,8.0,2.5
313,2012-11-09,0.56,0.087,-999.0,79.0,81.0,95.0,100.0,76.0,0.0,0.0,0.0,0.0,0.0,4.2
314,2012-11-10,0.46,0.083,-999.0,38.0,34.0,37.0,37.0,34.0,4.0,4.0,4.0,2.0,3.0,4.0
315,2012-11-11,0.27,0.082,-999.0,3.0,14.0,28.0,33.0,39.0,10.0,10.0,10.0,9.0,9.0,4.0
316,2012-11-12,0.38,0.075,-999.0,47.0,49.0,54.0,53.0,49.0,8.0,10.0,10.0,8.0,6.0,3.7
317,2012-11-13,0.32,0.051,-999.0,26.0,34.0,32.0,35.0,36.0,7.0,7.0,10.0,6.0,7.0,2.7
318,2012-11-14,0.23,0.05,-999.0,21.0,16.0,19.0,19.0,69.0,10.0,7.0,7.0,6.0,6.0,2.4
319,2012-11-15,0.54,0.082,-999.0,25.0,36.0,-999.0,-999.0,22.0,0.0,0.0,0.0,0.0,0.0,3.9
320,2012-11-16,0.24,0.067,-999.0,20.0,25.0,24.0,20.0,16.0,9.0,9.0,10.0,10.0,10.0,3.3
321,2012-11-17,0.35,0.062,-999.0,55.0,24.0,26.0,17.0,24.0,6.0,8.0,6.0,6.0,6.0,3.1
322,2012-11-18,0.54,0.075,-999.0,50.0,28.0,27.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,3.7
323,2012-11-19,0.34,0.062,-999.0,86.0,77.0,66.0,45.0,38.0,3.0,8.0,4.0,8.0,7.0,3.1
324,2012-11-20,0.48,0.071,-999.0,30.0,33.0,22.0,16.0,8.0,1.0,2.0,3.0,6.0,8.0,3.5
325,2012-11-21,0.34,0.049,-999.0,31.0,30.0,28.0,29.0,29.0,6.0,8.0,7.0,8.0,9.0,2.4
326,2012-11-22,0.39,0.049,-999.0,41.0,37.0,29.0,19.0,25.0,3.0,1.0,3.0,6.0,6.0,2.5
327,2012-11-23,0.42,0.056,-999.0,26.0,26.0,28.0,32.0,19.0,8.0,6.0,7.0,8.0,6.0,2.8
328,2012-11-24,0.36,0.06,-999.0,17.0,14.0,22.0,22.0,17.0,5.0,2.0,3.0,5.0,7.0,2.8
329,2012-11-25,0.39,0.064,-999.0,18.0,18.0,35.0,17.0,21.0,3.0,3.0,2.0,6.0,8.0,3.2
330,2012-11-26,0.36,0.058,-999.0,36.0,43.0,107.0,106.0,41.0,8.0,7.0,6.0,6.0,6.0,2.9
331,2012-11-27,0.45,0.059,-999.0,20.0,26.0,28.0,17.0,34.0,0.0,0.0,0.0,0.0,1.0,3.0
332,2012-11-28,0.17,0.025,-999.0,78.0,82.0,98.0,122.0,134.0,10.0,10.0,10.0,10.0,10.0,1.3
333,2012-11-29,0.45,0.057,-999.0,26.0,26.0,20.0,23.0,18.0,7.0,6.0,1.0,0.0,0.0,2.9
334,2012-11-30,0.4,0.047,-999.0,24.0,22.0,30.0,35.0,39.0,4.0,0.0,0.0,0.0,0.0,2.4
335,2012-12-01,0.43,0.055,-999.0,28.0,30.0,29.0,33.0,29.0,0.0,2.0,6.0,5.0,4.0,2.7
336,2012-12-02,0.36,0.049,-999.0,37.0,35.0,27.0,30.0,21.0,6.0,3.0,3.0,3.0,4.0,2.5
337,2012-12-03,0.09,0.01,-999.0,39.0,39.0,30.0,16.0,19.0,10.0,10.0,10.0,10.0,10.0,0.5
338,2012-12-04,0.38,0.052,-999.0,19.0,20.0,21.0,21.0,20.0,0.0,0.0,3.0,5.0,6.0,2.7
339,2012-12-05,0.09,0.021,-999.0,31.0,34.0,34.0,16.0,24.0,6.0,6.0,10.0,10.0,10.0,1.2
340,2012-12-06,0.36,0.048,-999.0,14.0,23.0,18.0,18.0,21.0,0.0,0.0,0.0,4.0,5.0,2.5
341,2012-12-07,0.22,0.036,-999.0,17.0,18.0,13.0,13.0,19.0,10.0,10.0,10.0,6.0,6.0,1.9
342,2012-12-08,0.31,0.049,-999.0,93.0,102.0,15.0,23.0,96.0,8.0,9.0,9.0,3.0,1.0,2.5
343,2012-12-09,0.43,0.045,-999.0,27.0,29.0,31.0,108.0,45.0,0.0,0.0,0.0,3.0,6.0,2.4
344,2012-12-10,0.42,0.049,-999.0,36.0,54.0,106.0,62.0,59.0,0.0,0.0,0.0,0.0,0.0,2.7
345,2012-12-11,0.31,0.045,-999.0,-999.0,-999.0,61.0,82.0,48.0,2.0,4.0,3.0,8.0,7.0,2.4
346,2012-12-12,0.45,0.051,-999.0,46.0,57.0,60.0,39.0,32.0,0.0,0.0,0.0,0.0,0.0,2.6
347,2012-12-13,0.39,0.055,-999.0,24.0,24.0,21.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,2.7
348,2012-12-14,0.06,0.01,-999.0,14.0,15.0,10.0,10.0,13.0,10.0,10.0,10.0,10.0,10.0,0.5
349,2012-12-15,0.35,0.042,-999.0,8.0,11.0,34.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,2.1
350,2012-12-16,0.41,0.051,-999.0,76.0,76.0,65.0,58.0,57.0,2.0,0.0,0.0,0.0,2.0,2.6
351,2012-12-17,0.21,0.034,-999.0,56.0,38.0,41.0,45.0,51.0,0.0,0.0,8.0,8.0,9.0,1.7
352,2012-12-18,0.29,0.047,-999.0,27.0,21.0,21.0,20.0,21.0,8.0,7.0,8.0,6.0,6.0,2.3
353,2012-12-19,0.38,0.038,-999.0,26.0,28.0,29.0,29.0,28.0,8.0,5.0,3.0,3.0,8.0,2.1
354,2012-12-20,0.36,0.043,-999.0,47.0,53.0,56.0,58.0,52.0,0.0,0.0,0.0,0.0,3.0,2.2
355,2012-12-21,0.16,0.024,-999.0,31.0,27.0,15.0,26.0,31.0,10.0,10.0,10.0,10.0,10.0,1.2
356,2012-12-22,0.32,0.048,-999.0,59.0,56.0,50.0,47.0,47.0,10.0,8.0,8.0,8.0,7.0,2.3
357,2012-12-23,0.21,0.033,-999.0,26.0,15.0,19.0,18.0,26.0,9.0,9.0,9.0,7.0,8.0,1.7
358,2012-12-24,0.43,0.045,-999.0,23.0,23.0,21.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,2.3
359,2012-12-25,0.39,0.06,-999.0,49.0,53.0,49.0,33.0,26.0,9.0,7.0,7.0,1.0,1.0,3.0
360,2012-12-26,0.45,0.052,-999.0,15.0,24.0,22.0,27.0,21.0,2.0,2.0,2.0,3.0,2.0,2.6
361,2012-12-27,0.38,0.043,-999.0,47.0,38.0,33.0,25.0,29.0,5.0,0.0,2.0,2.0,3.0,2.2
362,2012-12-28,0.3,0.044,-999.0,42.0,35.0,45.0,35.0,39.0,10.0,10.0,10.0,9.0,6.0,2.3
363,2012-12-29,0.17,0.031,-999.0,47.0,50.0,53.0,50.0,56.0,7.0,10.0,10.0,10.0,10.0,1.5
364,2012-12-30,0.39,0.062,-999.0,24.0,27.0,24.0,21.0,18.0,9.0,4.0,4.0,3.0,6.0,3.1
365,2012-12-31,0.43,0.049,-999.0,27.0,27.0,23.0,29.0,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.5
366,2013-01-01,0.32,0.046,-999.0,64.0,81.0,77.0,75.0,56.0,8.0,6.0,6.0,7.0,7.0,2.3
367,2013-01-02,0.38,0.058,-999.0,19.0,17.0,16.0,22.0,31.0,3.0,3.0,1.0,3.0,3.0,2.8
368,2013-01-03,0.46,0.053,-999.0,29.0,48.0,27.0,33.0,46.0,0.0,0.0,0.0,0.0,0.0,2.7
369,2013-01-04,0.48,0.066,-999.0,38.0,47.0,54.0,71.0,53.0,0.0,0.0,0.0,0.0,0.0,3.2
370,2013-01-05,0.32,0.056,-999.0,35.0,69.0,22.0,25.0,23.0,1.0,1.0,1.0,6.0,4.0,2.8
371,2013-01-06,0.41,0.063,-999.0,75.0,83.0,76.0,85.0,83.0,3.0,5.0,5.0,6.0,6.0,3.1
372,2013-01-07,0.43,0.065,-999.0,64.0,58.0,47.0,37.0,36.0,3.0,2.0,0.0,0.0,2.0,3.2
373,2013-01-08,0.41,0.051,-999.0,48.0,50.0,64.0,72.0,56.0,1.0,0.0,0.0,0.0,0.0,2.6
374,2013-01-09,0.45,0.053,-999.0,15.0,21.0,29.0,26.0,22.0,5.0,5.0,6.0,4.0,3.0,2.8
375,2013-01-10,0.49,0.054,-999.0,32.0,37.0,58.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,2.8
376,2013-01-11,0.41,0.051,-999.0,28.0,28.0,28.0,21.0,23.0,1.0,1.0,0.0,2.0,7.0,2.6
377,2013-01-12,0.15,0.041,-999.0,109.0,136.0,173.0,193.0,168.0,8.0,8.0,7.0,7.0,6.0,2.1
378,2013-01-13,0.29,0.035,-999.0,176.0,161.0,151.0,130.0,127.0,8.0,8.0,7.0,7.0,7.0,1.7
379,2013-01-14,0.28,0.029,-999.0,81.0,77.0,68.0,74.0,85.0,0.0,0.0,8.0,8.0,8.0,1.5
380,2013-01-15,0.43,0.067,-999.0,72.0,69.0,66.0,54.0,52.0,7.0,7.0,5.0,6.0,6.0,3.3
381,2013-01-16,0.2,0.051,-999.0,55.0,43.0,49.0,42.0,38.0,9.0,9.0,10.0,8.0,10.0,2.5
382,2013-01-17,0.32,0.051,-999.0,78.0,79.0,75.0,69.0,68.0,8.0,7.0,7.0,7.0,6.0,2.5
383,2013-01-18,0.52,0.069,-999.0,29.0,29.0,22.0,21.0,20.0,0.0,0.0,1.0,2.0,4.0,3.5
384,2013-01-19,0.36,0.051,-999.0,99.0,90.0,98.0,104.0,101.0,8.0,8.0,8.0,8.0,5.0,2.6
385,2013-01-20,0.36,0.059,-999.0,123.0,126.0,130.0,150.0,131.0,7.0,7.0,6.0,7.0,7.0,2.9
386,2013-01-21,0.07,0.015,-999.0,15.0,12.0,13.0,8.0,5.0,10.0,10.0,10.0,10.0,10.0,0.7
387,2013-01-22,0.24,0.044,-999.0,29.0,36.0,27.0,21.0,21.0,10.0,10.0,10.0,10.0,10.0,2.2
388,2013-01-23,0.1,0.014,-999.0,11.0,20.0,22.0,39.0,49.0,10.0,10.0,10.0,10.0,10.0,0.7
389,2013-01-24,0.16,0.026,-999.0,168.0,173.0,169.0,181.0,145.0,10.0,10.0,10.0,10.0,10.0,1.3
390,2013-01-25,0.45,0.053,-999.0,26.0,28.0,27.0,33.0,23.0,6.0,7.0,6.0,5.0,5.0,2.8
391,2013-01-26,0.56,0.062,-999.0,14.0,9.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,3.2
392,2013-01-27,0.4,0.051,-999.0,25.0,32.0,27.0,31.0,24.0,8.0,8.0,8.0,7.0,7.0,2.6
393,2013-01-28,0.46,0.066,-999.0,30.0,30.0,33.0,38.0,20.0,0.0,5.0,6.0,8.0,7.0,3.3
394,2013-01-29,0.3,0.04,-999.0,28.0,31.0,31.0,28.0,29.0,8.0,8.0,8.0,8.0,8.0,2.0
395,2013-01-30,0.38,0.06,352.8,40.0,35.0,37.0,40.0,35.0,8.0,8.0,6.0,4.0,4.0,3.0
396,2013-01-31,0.43,0.069,299.2,44.0,46.0,49.0,40.0,34.0,2.0,4.0,7.0,4.0,5.0,3.3
397,2013-02-01,0.11,0.02,-999.0,12.0,11.0,3.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,1.0
398,2013-02-02,0.58,0.084,308.5,65.0,55.0,45.0,33.0,36.0,4.0,1.0,0.0,0.0,0.0,4.1
399,2013-02-03,0.19,0.052,-999.0,27.0,27.0,31.0,21.0,24.0,10.0,10.0,10.0,10.0,10.0,2.4
400,2013-02-04,0.5,0.091,292.9,15.0,7.0,-999.0,9.0,13.0,10.0,10.0,7.0,6.0,6.0,4.4
401,2013-02-05,0.12,0.023,-999.0,70.0,68.0,60.0,59.0,55.0,10.0,10.0,10.0,10.0,10.0,1.1
402,2013-02-06,0.36,0.064,354.4,24.0,27.0,32.0,41.0,46.0,6.0,6.0,7.0,6.0,7.0,3.1
403,2013-02-07,0.55,0.07,367.0,20.0,18.0,24.0,30.0,27.0,5.0,3.0,4.0,8.0,8.0,3.6
404,2013-02-08,0.64,0.09,316.7,28.0,26.0,34.0,28.0,28.0,2.0,0.0,1.0,4.0,4.0,4.4
405,2013-02-09,0.53,0.072,309.9,37.0,27.0,27.0,28.0,27.0,3.0,2.0,6.0,6.0,3.0,3.5
406,2013-02-10,0.4,0.063,327.9,43.0,39.0,52.0,52.0,69.0,8.0,8.0,7.0,8.0,7.0,3.1
407,2013-02-11,0.6,0.095,306.2,25.0,25.0,25.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,4.6
408,2013-02-12,0.36,0.052,316.3,45.0,49.0,32.0,20.0,14.0,10.0,10.0,10.0,9.0,9.0,2.5
409,2013-02-13,0.65,0.091,331.2,32.0,35.0,37.0,33.0,38.0,0.0,0.0,0.0,1.0,2.0,4.4
