,date,일누적 자외선 A(MJ/m2),일최대 자외선 B(W/m2 ),평균 오존전량(DU),미세머지_10,미세머지_11,미세머지_12,미세머지_13,미세머지_14,운량_10,운량_11,운량_12,운량_13,운량_14,총자외선지수 일최고값
410,2013-02-14,0.55,0.082,324.7,53.0,49.0,40.0,38.0,38.0,6.0,7.0,8.0,7.0,7.0,4.0
411,2013-02-15,0.71,0.094,350.1,56.0,40.0,20.0,13.0,20.0,0.0,0.0,1.0,0.0,0.0,4.6
412,2013-02-16,0.67,0.084,371.3,30.0,21.0,27.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,4.2
413,2013-02-17,0.25,0.044,315.3,41.0,35.0,31.0,32.0,32.0,8.0,8.0,10.0,10.0,10.0,2.3
414,2013-02-18,0.56,0.104,302.3,46.0,43.0,43.0,40.0,40.0,10.0,10.0,8.0,7.0,8.0,4.9
415,2013-02-19,0.72,0.113,307.0,18.0,15.0,27.0,22.0,30.0,5.0,3.0,0.0,0.0,0.0,5.4
416,2013-02-20,0.71,0.11,306.9,18.0,14.0,21.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,5.3
417,2013-02-21,0.72,0.112,317.4,36.0,31.0,37.0,31.0,33.0,0.0,0.0,0.0,0.0,0.0,5.3
418,2013-02-22,0.24,0.048,310.6,89.0,89.0,100.0,141.0,162.0,10.0,10.0,10.0,10.0,10.0,2.3
419,2013-02-23,0.75,0.107,-999.0,38.0,37.0,28.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,5.2
420,2013-02-24,0.65,0.106,-999.0,66.0,72.0,71.0,74.0,73.0,0.0,0.0,4.0,6.0,8.0,5.1
421,2013-02-25,0.53,0.082,324.0,43.0,43.0,71.0,90.0,25.0,4.0,4.0,5.0,4.0,7.0,3.9
422,2013-02-26,0.22,0.053,-999.0,60.0,40.0,39.0,36.0,30.0,10.0,10.0,10.0,10.0,10.0,2.5
423,2013-02-27,0.71,0.119,303.0,62.0,57.0,61.0,61.0,70.0,3.0,3.0,1.0,2.0,1.0,5.7
424,2013-02-28,0.47,0.103,316.8,70.0,35.0,40.0,43.0,29.0,0.0,0.0,3.0,5.0,6.0,4.9
425,2013-03-01,0.73,0.132,298.0,62.0,46.0,39.0,39.0,43.0,9.0,8.0,7.0,3.0,3.0,6.2
426,2013-03-02,0.76,0.134,302.2,38.0,25.0,31.0,29.0,21.0,3.0,3.0,4.0,3.0,3.0,6.3
427,2013-03-03,0.68,0.118,361.4,32.0,22.0,15.0,18.0,26.0,1.0,1.0,2.0,0.0,0.0,5.7
428,2013-03-04,0.64,0.079,412.7,45.0,52.0,59.0,59.0,63.0,4.0,6.0,7.0,5.0,3.0,4.0
429,2013-03-05,0.88,0.121,358.8,74.0,54.0,51.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0,5.8
430,2013-03-06,0.55,0.078,316.0,34.0,34.0,53.0,59.0,69.0,0.0,0.0,0.0,0.0,0.0,3.7
431,2013-03-07,0.26,0.041,-999.0,81.0,78.0,82.0,156.0,106.0,10.0,10.0,10.0,10.0,10.0,2.0
432,2013-03-08,0.54,0.064,349.4,66.0,56.0,69.0,104.0,127.0,6.0,6.0,5.0,7.0,0.0,3.2
433,2013-03-09,0.48,0.087,319.9,76.0,74.0,78.0,93.0,164.0,0.0,0.0,0.0,0.0,0.0,4.2
434,2013-03-10,0.91,0.156,301.2,31.0,41.0,53.0,56.0,50.0,0.0,0.0,0.0,0.0,0.0,7.3
435,2013-03-11,0.93,0.153,313.2,22.0,40.0,36.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,7.2
436,2013-03-12,0.37,0.108,287.7,35.0,27.0,21.0,26.0,35.0,9.0,6.0,6.0,10.0,10.0,5.1
437,2013-03-13,0.78,0.169,284.8,21.0,22.0,28.0,34.0,37.0,10.0,10.0,10.0,7.0,6.0,7.8
438,2013-03-14,0.9,0.141,327.4,39.0,26.0,25.0,30.0,31.0,0.0,2.0,2.0,3.0,3.0,6.6
439,2013-03-15,0.93,0.159,311.9,14.0,11.0,15.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,7.4
440,2013-03-16,0.87,0.146,318.3,15.0,21.0,21.0,12.0,13.0,5.0,3.0,3.0,3.0,1.0,7.1
441,2013-03-17,0.75,0.152,306.9,28.0,30.0,42.0,38.0,32.0,0.0,2.0,3.0,8.0,8.0,7.1
442,2013-03-18,0.51,0.097,358.6,18.0,26.0,17.0,19.0,19.0,10.0,10.0,10.0,10.0,9.0,4.7
443,2013-03-19,0.24,0.043,353.9,15.0,10.0,25.0,24.0,28.0,8.0,8.0,8.0,8.0,8.0,2.1
444,2013-03-20,0.56,0.121,378.0,16.0,20.0,20.0,15.0,21.0,10.0,10.0,10.0,8.0,8.0,5.8
445,2013-03-21,1.0,0.138,380.3,33.0,28.0,30.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,6.6
446,2013-03-22,0.48,0.096,372.8,29.0,35.0,30.0,31.0,23.0,9.0,8.0,8.0,8.0,10.0,4.4
447,2013-03-23,1.03,0.155,359.8,47.0,42.0,48.0,47.0,48.0,0.0,0.0,0.0,0.0,2.0,7.3
448,2013-03-24,0.95,0.15,356.3,92.0,35.0,38.0,28.0,31.0,5.0,6.0,6.0,2.0,2.0,7.1
449,2013-03-25,1.07,0.135,405.2,64.0,40.0,41.0,36.0,39.0,2.0,1.0,1.0,1.0,0.0,6.6
450,2013-03-26,0.96,0.148,359.9,41.0,27.0,31.0,29.0,27.0,3.0,3.0,3.0,4.0,4.0,7.0
451,2013-03-27,1.1,0.177,342.0,41.0,25.0,29.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,8.3
452,2013-03-28,0.63,0.103,343.1,31.0,26.0,27.0,18.0,23.0,8.0,6.0,4.0,6.0,6.0,4.9
453,2013-03-29,1.07,0.17,345.8,40.0,31.0,25.0,28.0,32.0,3.0,3.0,3.0,4.0,4.0,8.0
454,2013-03-30,0.37,0.079,333.0,55.0,39.0,44.0,37.0,42.0,6.0,8.0,10.0,10.0,10.0,3.8
455,2013-03-31,1.02,0.163,334.2,28.0,31.0,33.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,7.6
456,2013-04-01,0.8,-999.0,-999.0,44.0,39.0,42.0,46.0,43.0,5.0,6.0,7.0,7.0,7.0,5.8
457,2013-04-02,0.33,0.062,-999.0,29.0,23.0,33.0,26.0,28.0,10.0,10.0,10.0,10.0,10.0,3.0
458,2013-04-03,1.07,-999.0,295.5,102.0,88.0,90.0,84.0,76.0,1.0,0.0,0.0,0.0,1.0,1.1
459,2013-04-04,0.9,0.164,-999.0,58.0,71.0,57.0,50.0,48.0,0.0,0.0,0.0,0.0,0.0,7.7
460,2013-04-05,0.75,0.112,-999.0,101.0,101.0,96.0,92.0,88.0,3.0,4.0,8.0,8.0,9.0,5.2
461,2013-04-06,0.17,0.024,-999.0,52.0,60.0,43.0,34.0,34.0,10.0,10.0,10.0,10.0,10.0,1.1
462,2013-04-07,1.21,0.192,226.9,38.0,33.0,35.0,41.0,36.0,4.0,4.0,3.0,2.0,1.0,8.9
463,2013-04-08,0.76,0.138,287.6,25.0,32.0,33.0,35.0,33.0,2.0,4.0,6.0,7.0,8.0,6.5
464,2013-04-09,1.14,0.165,305.1,79.0,66.0,72.0,77.0,63.0,0.0,0.0,0.0,0.0,0.0,7.8
465,2013-04-10,1.16,0.131,443.3,31.0,30.0,23.0,26.0,23.0,3.0,3.0,3.0,4.0,2.0,6.5
466,2013-04-11,1.17,0.142,307.1,41.0,33.0,35.0,37.0,35.0,0.0,1.0,1.0,1.0,2.0,6.9
467,2013-04-12,1.2,0.142,290.7,31.0,33.0,39.0,33.0,37.0,0.0,0.0,1.0,1.0,1.0,6.9
468,2013-04-13,1.04,0.14,-999.0,23.0,28.0,25.0,34.0,39.0,0.0,0.0,0.0,0.0,0.0,6.7
469,2013-04-14,0.88,0.163,-999.0,72.0,70.0,70.0,74.0,64.0,8.0,0.0,0.0,0.0,0.0,7.8
470,2013-04-15,0.29,0.052,-999.0,46.0,39.0,41.0,41.0,57.0,9.0,10.0,10.0,10.0,10.0,2.6
471,2013-04-16,0.66,0.139,-999.0,45.0,34.0,36.0,31.0,27.0,5.0,4.0,6.0,6.0,7.0,6.9
472,2013-04-17,1.04,0.169,235.7,70.0,69.0,82.0,79.0,57.0,10.0,10.0,0.0,0.0,0.0,7.9
473,2013-04-18,0.74,0.139,-999.0,37.0,36.0,42.0,47.0,56.0,8.0,8.0,8.0,6.0,3.0,6.4
474,2013-04-19,1.12,-999.0,234.5,33.0,36.0,30.0,38.0,30.0,0.0,2.0,2.0,4.0,4.0,9.0
475,2013-04-20,0.3,-999.0,431.2,25.0,12.0,9.0,13.0,-999.0,10.0,10.0,10.0,10.0,10.0,2.9
476,2013-04-21,1.12,0.172,288.2,63.0,60.0,50.0,50.0,39.0,1.0,0.0,0.0,0.0,0.0,8.1
477,2013-04-22,1.13,0.192,-999.0,59.0,56.0,56.0,56.0,58.0,0.0,0.0,2.0,2.0,2.0,8.8
478,2013-04-23,0.3,0.046,-999.0,55.0,45.0,45.0,36.0,28.0,10.0,10.0,10.0,10.0,8.0,2.2
479,2013-04-24,0.98,0.18,375.5,19.0,25.0,25.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,8.3
480,2013-04-25,0.31,0.11,365.2,44.0,34.0,28.0,26.0,27.0,10.0,10.0,10.0,8.0,10.0,5.1
481,2013-04-26,1.17,0.149,427.5,49.0,54.0,54.0,56.0,56.0,0.0,4.0,5.0,0.0,0.0,7.1
482,2013-04-27,0.46,0.106,384.9,60.0,52.0,48.0,68.0,56.0,7.0,7.0,7.0,10.0,10.0,5.1
483,2013-04-28,0.94,0.155,362.5,30.0,35.0,29.0,39.0,31.0,8.0,8.0,7.0,7.0,7.0,7.3
484,2013-04-29,0.48,0.12,-999.0,15.0,18.0,25.0,34.0,46.0,10.0,10.0,10.0,8.0,9.0,5.6
485,2013-04-30,1.27,0.212,337.0,39.0,33.0,29.0,31.0,35.0,1.0,1.0,0.0,0.0,0.0,9.7
486,2013-05-01,1.25,0.171,401.0,58.0,47.0,52.0,47.0,42.0,0.0,0.0,1.0,0.0,3.0,8.1
487,2013-05-02,1.17,0.171,388.2,50.0,48.0,34.0,42.0,36.0,2.0,2.0,1.0,2.0,5.0,8.0
488,2013-05-03,0.75,0.108,409.9,44.0,39.0,43.0,44.0,45.0,3.0,4.0,7.0,7.0,7.0,5.2
489,2013-05-04,1.02,0.162,405.9,34.0,29.0,33.0,32.0,37.0,0.0,1.0,2.0,3.0,2.0,7.6
490,2013-05-05,0.92,0.148,379.6,51.0,43.0,37.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,6.9
491,2013-05-06,1.23,-999.0,358.6,33.0,28.0,25.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,8.7
492,2013-05-07,1.04,0.151,351.4,42.0,43.0,40.0,47.0,37.0,2.0,0.0,2.0,2.0,0.0,7.1
493,2013-05-08,1.22,0.188,341.5,19.0,21.0,43.0,43.0,49.0,3.0,3.0,3.0,3.0,3.0,8.7
494,2013-05-09,0.41,0.099,318.2,58.0,50.0,57.0,60.0,54.0,10.0,10.0,10.0,10.0,10.0,4.6
495,2013-05-10,0.41,0.142,308.8,5.0,13.0,23.0,18.0,16.0,10.0,10.0,10.0,10.0,10.0,6.4
496,2013-05-11,1.14,-999.0,349.1,79.0,91.0,84.0,86.0,86.0,2.0,0.0,0.0,0.0,0.0,-999.0
497,2013-05-12,1.08,-999.0,365.7,105.0,94.0,84.0,79.0,77.0,0.0,0.0,0.0,0.0,0.0,-999.0
498,2013-05-13,1.13,0.193,364.2,63.0,70.0,97.0,56.0,65.0,0.0,0.0,0.0,0.0,0.0,9.0
499,2013-05-14,1.32,0.218,339.5,52.0,52.0,49.0,51.0,50.0,6.0,5.0,5.0,6.0,5.0,10.1
500,2013-05-15,1.01,0.229,327.5,29.0,31.0,47.0,30.0,19.0,10.0,10.0,8.0,5.0,6.0,10.5
501,2013-05-16,1.38,0.23,320.7,33.0,22.0,26.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,10.5
502,2013-05-17,1.42,0.267,309.0,16.0,16.0,17.0,15.0,19.0,5.0,5.0,6.0,5.0,2.0,12.2
503,2013-05-18,0.76,0.201,298.8,49.0,38.0,49.0,50.0,46.0,8.0,8.0,9.0,9.0,9.0,9.1
504,2013-05-19,0.86,0.203,333.3,-999.0,6.0,16.0,25.0,26.0,10.0,10.0,10.0,10.0,10.0,9.4
505,2013-05-20,0.49,0.11,-999.0,25.0,23.0,12.0,26.0,38.0,10.0,10.0,10.0,10.0,10.0,5.1
506,2013-05-21,1.4,0.225,360.1,49.0,47.0,34.0,40.0,55.0,0.0,0.0,0.0,0.0,0.0,10.3
507,2013-05-22,0.93,0.126,356.4,63.0,73.0,74.0,65.0,66.0,0.0,0.0,0.0,4.0,6.0,6.0
508,2013-05-23,1.36,0.229,336.0,42.0,44.0,78.0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,10.5
509,2013-05-24,1.08,0.203,338.8,34.0,31.0,18.0,21.0,15.0,3.0,3.0,3.0,0.0,0.0,9.3
510,2013-05-25,1.22,0.197,339.0,88.0,89.0,100.0,102.0,102.0,6.0,4.0,4.0,0.0,3.0,9.1
511,2013-05-26,1.0,0.21,329.4,94.0,90.0,82.0,86.0,68.0,8.0,8.0,8.0,7.0,8.0,9.7
512,2013-05-27,0.22,0.045,-999.0,39.0,35.0,23.0,28.0,22.0,10.0,10.0,10.0,10.0,10.0,2.1
513,2013-05-28,0.26,0.063,-999.0,8.0,7.0,4.0,-999.0,20.0,10.0,10.0,10.0,10.0,10.0,2.9
514,2013-05-29,0.28,-999.0,-999.0,11.0,10.0,9.0,10.0,29.0,10.0,10.0,10.0,10.0,10.0,4.7
515,2013-05-30,1.26,0.259,308.5,66.0,70.0,82.0,80.0,145.0,4.0,5.0,4.0,3.0,0.0,11.7
516,2013-05-31,1.06,0.218,327.0,31.0,34.0,49.0,47.0,41.0,8.0,8.0,8.0,8.0,7.0,10.1
517,2013-06-01,0.96,0.166,322.0,61.0,72.0,84.0,83.0,83.0,10.0,9.0,9.0,9.0,9.0,7.8
518,2013-06-02,1.15,0.228,329.1,36.0,21.0,29.0,16.0,26.0,1.0,0.0,0.0,0.0,0.0,10.5
519,2013-06-03,1.05,0.19,358.5,32.0,43.0,41.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,8.8
520,2013-06-04,1.23,0.174,375.0,40.0,51.0,44.0,41.0,50.0,4.0,2.0,4.0,4.0,4.0,8.2
521,2013-06-05,1.02,0.155,368.1,47.0,69.0,64.0,47.0,35.0,0.0,0.0,0.0,0.0,0.0,7.4
522,2013-06-06,1.33,0.198,355.5,29.0,21.0,23.0,19.0,21.0,3.0,1.0,1.0,0.0,0.0,9.2
523,2013-06-07,1.31,0.204,332.0,38.0,32.0,36.0,48.0,42.0,0.0,0.0,0.0,0.0,2.0,9.4
524,2013-06-08,0.89,0.155,311.3,36.0,40.0,40.0,40.0,41.0,8.0,8.0,8.0,8.0,8.0,7.1
525,2013-06-09,-999.0,0.236,324.7,32.0,40.0,40.0,34.0,33.0,3.0,0.0,0.0,0.0,0.0,10.7
526,2013-06-10,1.44,0.241,308.3,30.0,34.0,26.0,26.0,34.0,0.0,0.0,3.0,5.0,5.0,11.0
527,2013-06-11,0.54,0.191,298.6,23.0,25.0,26.0,28.0,21.0,10.0,10.0,10.0,10.0,10.0,8.6
528,2013-06-12,0.87,0.268,312.5,8.0,8.0,6.0,7.0,4.0,10.0,10.0,10.0,10.0,10.0,12.2
529,2013-06-13,1.04,0.229,318.0,55.0,41.0,35.0,34.0,42.0,8.0,9.0,9.0,9.0,9.0,10.5
530,2013-06-14,1.25,0.214,318.6,59.0,56.0,55.0,39.0,39.0,9.0,8.0,8.0,8.0,8.0,9.8
531,2013-06-15,1.26,0.247,321.1,36.0,39.0,34.0,19.0,14.0,8.0,8.0,8.0,6.0,5.0,11.3
532,2013-06-16,1.34,0.239,317.9,24.0,43.0,42.0,34.0,21.0,3.0,3.0,4.0,6.0,3.0,11.0
533,2013-06-17,0.72,0.194,306.0,12.0,12.0,14.0,20.0,12.0,10.0,8.0,10.0,10.0,8.0,8.8
534,2013-06-18,0.08,0.013,-999.0,11.0,11.0,9.0,5.0,8.0,10.0,10.0,10.0,10.0,10.0,0.6
535,2013-06-19,1.21,0.307,309.1,30.0,32.0,18.0,16.0,22.0,3.0,6.0,6.0,6.0,7.0,13.3
536,2013-06-20,1.26,0.252,307.9,43.0,42.0,42.0,47.0,40.0,6.0,7.0,7.0,4.0,3.0,11.5
537,2013-06-21,1.07,0.221,302.9,24.0,28.0,37.0,41.0,39.0,8.0,10.0,10.0,9.0,9.0,10.0
538,2013-06-22,1.13,0.269,301.9,37.0,34.0,20.0,26.0,27.0,8.0,8.0,7.0,6.0,6.0,12.2
539,2013-06-23,0.86,0.309,309.9,16.0,11.0,10.0,20.0,18.0,10.0,10.0,9.0,10.0,10.0,13.6
540,2013-06-24,1.32,0.221,323.6,34.0,30.0,43.0,28.0,30.0,6.0,7.0,7.0,7.0,8.0,10.1
541,2013-06-25,0.88,0.178,320.8,27.0,34.0,27.0,29.0,29.0,8.0,8.0,9.0,9.0,10.0,8.2
542,2013-06-26,1.21,0.22,329.7,21.0,14.0,19.0,19.0,20.0,0.0,3.0,1.0,0.0,3.0,10.1
543,2013-06-27,1.19,0.209,315.6,32.0,26.0,35.0,34.0,36.0,4.0,6.0,5.0,6.0,7.0,9.6
544,2013-06-28,1.28,0.196,344.5,34.0,36.0,35.0,29.0,29.0,4.0,6.0,6.0,5.0,5.0,9.1
545,2013-06-29,1.34,0.198,340.8,23.0,25.0,22.0,20.0,29.0,0.0,1.0,1.0,1.0,1.0,9.2
546,2013-06-30,1.3,0.195,344.8,28.0,28.0,33.0,44.0,45.0,0.0,0.0,0.0,0.0,3.0,9.1
547,2013-07-01,1.25,0.226,323.5,40.0,34.0,33.0,33.0,33.0,7.0,6.0,6.0,6.0,6.0,10.4
548,2013-07-02,0.53,0.137,293.6,23.0,29.0,19.0,24.0,28.0,10.0,10.0,10.0,10.0,10.0,6.2
549,2013-07-03,1.32,0.242,325.1,46.0,23.0,27.0,23.0,17.0,4.0,4.0,3.0,0.0,2.0,11.0
550,2013-07-04,0.29,0.063,-999.0,24.0,30.0,26.0,27.0,27.0,10.0,10.0,10.0,10.0,10.0,2.9
551,2013-07-05,0.71,0.213,312.9,5.0,14.0,15.0,19.0,22.0,10.0,10.0,10.0,10.0,10.0,9.9
552,2013-07-06,1.19,0.224,322.6,8.0,16.0,14.0,10.0,10.0,10.0,10.0,10.0,7.0,5.0,10.3
553,2013-07-07,0.43,0.103,318.2,24.0,27.0,18.0,-999.0,6.0,10.0,10.0,10.0,10.0,10.0,4.8
554,2013-07-08,0.2,0.058,-999.0,14.0,13.0,16.0,10.0,23.0,10.0,10.0,10.0,10.0,10.0,2.7
555,2013-07-09,0.9,0.22,296.7,16.0,22.0,14.0,14.0,25.0,10.0,10.0,8.0,7.0,6.0,10.0
556,2013-07-10,0.77,0.196,295.7,16.0,17.0,19.0,34.0,22.0,8.0,8.0,8.0,8.0,8.0,8.9
557,2013-07-11,0.59,0.133,297.0,14.0,17.0,15.0,17.0,20.0,10.0,8.0,8.0,8.0,7.0,6.1
558,2013-07-12,0.35,0.06,257.0,26.0,33.0,33.0,37.0,47.0,10.0,10.0,10.0,10.0,10.0,2.7
559,2013-07-13,0.56,0.155,283.6,12.0,15.0,17.0,15.0,17.0,10.0,10.0,10.0,8.0,10.0,7.0
560,2013-07-14,0.52,0.104,287.2,19.0,18.0,26.0,17.0,11.0,10.0,10.0,10.0,10.0,10.0,4.7
561,2013-07-15,1.17,0.285,286.8,-999.0,22.0,20.0,20.0,12.0,8.0,9.0,9.0,8.0,7.0,12.9
562,2013-07-16,0.92,0.262,292.9,24.0,25.0,26.0,21.0,25.0,5.0,3.0,3.0,3.0,6.0,12.0
563,2013-07-17,0.27,0.107,-999.0,17.0,15.0,-999.0,22.0,15.0,10.0,10.0,10.0,10.0,10.0,5.0
564,2013-07-18,1.17,0.274,297.0,18.0,15.0,14.0,16.0,15.0,6.0,6.0,4.0,6.0,7.0,12.5
565,2013-07-19,1.21,0.247,287.0,14.0,13.0,15.0,13.0,15.0,6.0,7.0,7.0,6.0,6.0,11.3
566,2013-07-20,1.07,0.234,284.6,17.0,9.0,17.0,20.0,21.0,6.0,7.0,5.0,6.0,7.0,10.7
567,2013-07-21,0.62,0.173,271.8,21.0,15.0,16.0,26.0,28.0,10.0,9.0,9.0,9.0,10.0,7.6
568,2013-07-22,0.86,0.201,292.1,15.0,10.0,13.0,15.0,16.0,7.0,7.0,6.0,7.0,10.0,9.2
569,2013-07-23,0.31,0.079,-999.0,11.0,22.0,24.0,29.0,33.0,10.0,10.0,10.0,10.0,10.0,3.6
570,2013-07-24,1.03,0.206,315.8,35.0,22.0,24.0,26.0,57.0,10.0,10.0,10.0,10.0,9.0,9.5
571,2013-07-25,1.14,0.198,314.4,77.0,94.0,85.0,79.0,80.0,6.0,6.0,7.0,5.0,6.0,9.2
572,2013-07-26,1.19,0.208,320.8,103.0,114.0,116.0,121.0,119.0,8.0,8.0,7.0,3.0,3.0,9.6
573,2013-07-27,0.85,0.142,304.4,73.0,65.0,68.0,89.0,92.0,8.0,6.0,10.0,9.0,10.0,6.5
574,2013-07-28,0.45,0.098,288.3,11.0,16.0,24.0,33.0,41.0,10.0,10.0,10.0,10.0,10.0,4.5
575,2013-07-29,0.73,0.215,300.1,67.0,68.0,74.0,102.0,107.0,10.0,9.0,8.0,9.0,9.0,9.8
576,2013-07-30,0.52,0.136,298.3,58.0,56.0,59.0,60.0,85.0,6.0,10.0,10.0,10.0,10.0,6.3
577,2013-07-31,1.12,0.188,307.9,30.0,46.0,49.0,58.0,66.0,10.0,10.0,9.0,6.0,6.0,8.7
578,2013-08-01,1.1,0.184,301.5,57.0,48.0,65.0,66.0,68.0,6.0,7.0,6.0,4.0,7.0,8.6
579,2013-08-02,1.13,0.201,292.3,27.0,24.0,32.0,27.0,22.0,5.0,7.0,8.0,7.0,4.0,9.3
580,2013-08-03,1.03,0.235,284.1,16.0,15.0,13.0,22.0,11.0,10.0,10.0,10.0,8.0,8.0,10.8
581,2013-08-04,0.74,0.145,309.1,68.0,57.0,73.0,86.0,75.0,10.0,10.0,10.0,8.0,9.0,6.8
582,2013-08-05,0.94,0.198,310.6,31.0,11.0,20.0,25.0,30.0,8.0,3.0,8.0,7.0,7.0,9.2
583,2013-08-06,0.98,0.176,308.2,30.0,32.0,39.0,37.0,48.0,8.0,4.0,5.0,7.0,8.0,8.3
584,2013-08-07,1.05,0.164,301.3,71.0,58.0,66.0,57.0,68.0,4.0,3.0,6.0,2.0,5.0,7.7
585,2013-08-08,1.16,0.184,301.1,36.0,39.0,45.0,38.0,35.0,4.0,3.0,1.0,1.0,0.0,8.6
586,2013-08-09,1.0,0.152,301.0,51.0,49.0,51.0,46.0,51.0,7.0,4.0,4.0,5.0,3.0,7.1
587,2013-08-10,0.46,0.124,305.3,73.0,-999.0,14.0,20.0,13.0,5.0,9.0,10.0,10.0,8.0,5.9
588,2013-08-11,1.03,0.15,305.9,40.0,33.0,35.0,38.0,68.0,6.0,4.0,3.0,6.0,6.0,7.1
589,2013-08-12,-999.0,0.197,-999.0,22.0,20.0,12.0,16.0,11.0,5.0,3.0,1.0,1.0,1.0,9.2
590,2013-08-13,1.18,0.204,302.3,18.0,17.0,12.0,14.0,12.0,2.0,2.0,3.0,2.0,2.0,9.5
591,2013-08-14,1.25,-999.0,304.7,-999.0,23.0,16.0,27.0,13.0,3.0,3.0,2.0,1.0,1.0,9.1
592,2013-08-15,1.31,0.208,300.7,21.0,26.0,20.0,21.0,22.0,7.0,7.0,5.0,5.0,4.0,9.7
593,2013-08-16,1.33,0.203,302.1,16.0,23.0,14.0,16.0,16.0,6.0,6.0,5.0,5.0,5.0,9.5
594,2013-08-17,1.09,0.19,297.3,36.0,44.0,53.0,41.0,38.0,6.0,5.0,7.0,7.0,6.0,8.9
595,2013-08-18,1.2,0.189,295.1,30.0,24.0,27.0,32.0,29.0,3.0,6.0,8.0,8.0,3.0,8.9
596,2013-08-19,1.08,0.157,300.4,29.0,45.0,26.0,30.0,29.0,3.0,6.0,6.0,6.0,3.0,7.5
597,2013-08-20,0.9,0.167,303.8,46.0,32.0,31.0,38.0,36.0,5.0,3.0,4.0,6.0,3.0,8.3
598,2013-08-21,1.25,0.173,296.7,44.0,41.0,44.0,40.0,43.0,3.0,4.0,2.0,2.0,2.0,8.2
599,2013-08-22,1.16,0.193,288.7,36.0,33.0,37.0,34.0,27.0,8.0,8.0,7.0,4.0,3.0,9.1
600,2013-08-23,0.25,0.126,271.6,8.0,9.0,12.0,16.0,5.0,10.0,10.0,10.0,10.0,10.0,5.7
601,2013-08-24,1.02,0.173,296.5,15.0,12.0,34.0,80.0,25.0,10.0,10.0,8.0,6.0,6.0,8.2
602,2013-08-25,1.19,0.159,307.4,45.0,49.0,74.0,54.0,53.0,2.0,3.0,1.0,3.0,3.0,7.9
603,2013-08-26,1.14,0.156,316.4,45.0,51.0,32.0,31.0,27.0,3.0,1.0,2.0,0.0,0.0,7.5
604,2013-08-27,0.92,0.141,305.0,56.0,56.0,49.0,56.0,59.0,6.0,7.0,8.0,6.0,8.0,6.8
605,2013-08-28,1.12,0.156,301.5,76.0,63.0,47.0,78.0,75.0,3.0,3.0,3.0,3.0,3.0,7.4
606,2013-08-29,0.13,0.02,-999.0,35.0,35.0,36.0,37.0,55.0,10.0,10.0,10.0,10.0,10.0,0.9
607,2013-08-30,1.09,0.146,302.8,50.0,41.0,45.0,56.0,43.0,3.0,3.0,2.0,2.0,4.0,6.9
608,2013-08-31,1.16,0.173,309.1,33.0,30.0,32.0,34.0,38.0,8.0,8.0,7.0,6.0,4.0,8.2
609,2013-09-01,1.16,0.17,320.3,23.0,22.0,21.0,26.0,20.0,7.0,8.0,8.0,8.0,8.0,8.1
610,2013-09-02,0.92,0.124,316.2,30.0,27.0,23.0,27.0,32.0,4.0,6.0,6.0,8.0,8.0,5.9
611,2013-09-03,1.23,0.182,316.9,24.0,76.0,18.0,25.0,30.0,7.0,7.0,7.0,7.0,6.0,8.5
612,2013-09-04,1.16,0.173,315.9,22.0,19.0,20.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,8.2
613,2013-09-05,0.58,0.084,293.3,23.0,24.0,31.0,30.0,39.0,9.0,9.0,9.0,9.0,9.0,4.0
614,2013-09-06,0.45,0.102,293.5,20.0,15.0,19.0,18.0,16.0,10.0,10.0,10.0,10.0,10.0,4.6
615,2013-09-07,1.06,0.174,304.0,14.0,8.0,23.0,22.0,24.0,6.0,6.0,6.0,7.0,6.0,8.2
616,2013-09-08,0.96,0.155,308.5,33.0,42.0,48.0,56.0,60.0,3.0,3.0,3.0,3.0,2.0,7.3
617,2013-09-09,0.7,0.127,297.9,41.0,44.0,56.0,62.0,83.0,8.0,7.0,8.0,7.0,7.0,6.0
618,2013-09-10,0.39,0.104,-999.0,99.0,89.0,79.0,90.0,98.0,7.0,10.0,8.0,9.0,10.0,4.9
619,2013-09-11,0.84,0.183,301.1,39.0,44.0,43.0,24.0,22.0,10.0,10.0,10.0,8.0,4.0,8.6
620,2013-09-12,0.55,0.121,289.3,62.0,60.0,64.0,70.0,64.0,10.0,10.0,10.0,10.0,10.0,5.7
621,2013-09-13,0.31,0.069,297.2,25.0,21.0,30.0,29.0,31.0,10.0,10.0,10.0,10.0,8.0,3.3
